chr	Boundary	Gap_Score	TAD_Score1	TAD_Score2	Differential	Enriched_In	Type	robust_in_ctrl	robust_in_mut	robustness	shift_distance	shift_distance_kb
chr1	122350000	-1.944029854054777	1.879002564531356	2.5662128770822714	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr1	133590000	-0.32599583536369786	2.1484233201127716	2.25653920109962	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr1	133600000	0.4251163046100991	3.28845450504499	3.1238039511082554	Non-Differential	Matrix 2	Non-Differential	TRUE	TRUE	Both	NA	NA
chr1	133610000	0.5943679922818166	2.1374691135330215	1.9168247248090324	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr1	146210000	-1.83266224726315	0.92929534921317	1.5804090801109718	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr1	150280000	-0.5911592426686224	2.492255644661889	2.6937661033058684	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr1	151180000	0.02827324426165836	1.598414148465263	1.5821032208845065	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr1	151210000	-0.02815693248110698	3.0133048634248976	3.01165660057973	Non-Differential	Matrix 1	Non-Differential	TRUE	TRUE	Both	NA	NA
chr1	171030000	1.99509954270938	2.493776864621835	1.7713324476174317	Non-Differential	Matrix 2	Non-Differential	TRUE	FALSE	Control_only	NA	NA
chr1	178530000	0.9062011513250664	5.82813818868197	5.481751300460309	Non-Differential	Matrix 2	Non-Differential	TRUE	TRUE	Both	NA	NA
chr1	190300000	0.5231844594471473	3.942278064772735	3.7400520968252975	Non-Differential	Matrix 2	Non-Differential	TRUE	TRUE	Both	NA	NA
chr1	192450000	0.9930543293580192	4.333028681427692	3.961422086289306	Non-Differential	Matrix 2	Non-Differential	TRUE	TRUE	Both	NA	NA
chr2	5370000	2.532837794266763	1.5394110103352885	0.6960097833480239	Differential	Matrix 2	Split	FALSE	FALSE	Neither	NA	NA
chr2	5380000	-0.05424002215066124	1.8589612388553327	1.8736195869379877	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr2	5390000	-1.0095399748982137	1.3777017046412792	1.7102835048959044	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr2	8530000	-1.119618129218009	2.459904389928978	2.827073944346628	Non-Differential	Matrix 1	Non-Differential	TRUE	FALSE	Control_only	NA	NA
chr2	10490000	-0.351464863579217	2.50677926146401	2.618919426143713	Non-Differential	Matrix 1	Non-Differential	TRUE	TRUE	Both	NA	NA
chr2	14030000	-1.3003184095978713	1.2095828802483766	1.6389745360811725	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr2	14350000	1.544968577124226	1.5620653790959755	1.0464907824821863	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr2	14360000	-1.1114537259384023	1.596006802950822	1.9620204675503532	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr2	15430000	-0.23721695092375225	1.5682392805481684	1.6441493808880854	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr2	15580000	-1.111572544147645	1.6478843344686565	2.0138441261469384	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr2	15720000	0.9067024226877146	1.7645576546641628	1.46045524271265	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr2	16760000	3.6789640977986897	1.5892071236074672	0.3653244563425303	Differential	Matrix 2	Split	FALSE	FALSE	Neither	NA	NA
chr2	16770000	-1.31433697240992	1.3113547794469649	1.7452160563561905	Non-Differential	Matrix 1	Non-Differential	TRUE	FALSE	Control_only	NA	NA
chr2	17640000	1.0396647854993724	3.7651201566558554	3.413290150378548	Non-Differential	Matrix 2	Non-Differential	TRUE	TRUE	Both	NA	NA
chr2	17650000	-0.5358782971451238	3.0114828603185524	3.183920876356512	Non-Differential	Matrix 1	Non-Differential	TRUE	TRUE	Both	NA	NA
chr2	22160000	4.227824441171833	4.012243285512247	2.6018393162877107	Differential	Matrix 2	Strength Change	TRUE	TRUE	Both	NA	NA
chr2	22590000	0.6187373585694542	2.2389429375126353	2.0295610216298625	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr2	22600000	1.0785531188458486	2.018938074513553	1.6573419992257905	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr2	22730000	-0.9541749742783896	1.259559682512646	1.5739786911417968	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr2	22740000	-1.1872445673016094	1.8505098722600024	2.2412202707932325	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr2	30220000	1.9701665482330883	2.646546820762827	1.9879012102904523	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr2	35520000	-0.11133466703658448	2.4377753857831066	2.470342009558786	Non-Differential	Matrix 1	Non-Differential	FALSE	TRUE	Mutant_only	NA	NA
chr2	36970000	2.3547254796716572	1.6477384889892364	0.8632567425153106	Shifted	Matrix 2	Shifted	FALSE	FALSE	Neither	1	0.001
chr2	39230000	0.530286486729486	1.824247818312586	1.6449680508194815	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr2	39240000	1.422019788760344	1.6984643324652962	1.223450310408832	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr2	39530000	-0.04044869794881983	2.299279306584403	2.3085684393024133	Non-Differential	Matrix 1	Non-Differential	TRUE	TRUE	Both	NA	NA
chr2	40130000	0.7437534847542603	1.8666614581443384	1.6164570944987482	Non-Differential	Matrix 2	Non-Differential	TRUE	FALSE	Control_only	NA	NA
chr2	41170000	-2.19470201900224	0.8168213354435898	1.5437595305808456	Differential	Matrix 1	Merge	FALSE	FALSE	Neither	NA	NA
chr2	41750000	-2.361304463352809	0.8535234771233908	1.6356899282875337	Differential	Matrix 1	Merge	FALSE	FALSE	Neither	NA	NA
chr2	41780000	-1.1376335133688174	1.7805737539623616	2.154944354349712	Non-Differential	Matrix 1	Non-Differential	FALSE	TRUE	Mutant_only	NA	NA
chr2	42210000	3.7130024957562497	2.4472320365761537	1.2105089862092226	Differential	Matrix 2	Complex	TRUE	FALSE	Control_only	NA	NA
chr2	44930000	0.49687363188569783	2.810585282559375	2.6406209792816626	Non-Differential	Matrix 2	Non-Differential	TRUE	FALSE	Control_only	NA	NA
chr2	47020000	0.0131848105678957	2.2373801910099784	2.2289800435258837	Non-Differential	Matrix 2	Non-Differential	TRUE	TRUE	Both	NA	NA
chr2	47190000	1.6401608641880363	1.7941754089401851	1.2465896330178865	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr2	47630000	0.6029649211757893	1.5367805248594808	1.333896301152718	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr2	47640000	-1.0751267025695568	1.471043072631419	1.8252247962571369	Non-Differential	Matrix 1	Non-Differential	FALSE	TRUE	Mutant_only	NA	NA
chr2	53640000	1.6871692250808812	1.532356174074804	0.969639541538761	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr2	53760000	-0.7226635815664239	1.8403020353305095	2.0768393821647084	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr2	53790000	-0.3394028379506329	1.604035121047718	1.7137956705153474	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr2	54720000	0.32395358443175426	1.9517855752332585	1.840756966047824	Non-Differential	Matrix 2	Non-Differential	TRUE	FALSE	Control_only	NA	NA
chr2	56470000	0.08397435696821043	3.164688471318968	3.1311258588837663	Non-Differential	Matrix 2	Non-Differential	TRUE	TRUE	Both	NA	NA
chr2	57220000	2.917737618774959	2.5645565487859536	1.5915657237422038	Differential	Matrix 2	Strength Change	TRUE	FALSE	Control_only	NA	NA
chr2	58690000	-2.429859308562448	1.772665326938089	2.575931499980487	Differential	Matrix 1	Strength Change	FALSE	TRUE	Mutant_only	NA	NA
chr2	58880000	-1.9426296840272632	1.067885520390506	1.7107109759514378	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr2	61040000	1.595190915261114	2.6274992626708555	2.093339888611824	Non-Differential	Matrix 2	Non-Differential	TRUE	FALSE	Control_only	NA	NA
chr2	61960000	-1.4365224523837274	1.6114132294147705	2.0852873827064107	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr2	62860000	-0.31632128117339925	1.6985555435207298	1.8004854679823958	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr2	63290000	-1.815561818875116	1.2151140199832222	1.815501668432188	Non-Differential	Matrix 1	Non-Differential	FALSE	TRUE	Mutant_only	NA	NA
chr2	63300000	0.9523146417048314	2.1682248032433127	1.8482579486539916	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr2	63460000	0.00465295263006114	1.9030988592878837	1.8981316247890128	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr2	63720000	-1.1969362958569143	1.8404910670301975	2.2344361073363905	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr2	64630000	1.8687132866952711	3.3058043689081225	2.679644683857185	Non-Differential	Matrix 2	Non-Differential	TRUE	FALSE	Control_only	NA	NA
chr2	66750000	1.4388838627875096	2.713529571686716	2.231092757380908	Non-Differential	Matrix 2	Non-Differential	TRUE	FALSE	Control_only	NA	NA
chr2	67940000	-0.26892101063976875	2.244693503814754	2.329909292246686	Non-Differential	Matrix 1	Non-Differential	TRUE	FALSE	Control_only	NA	NA
chr2	71070000	-2.799169546590037	2.5407206925577737	3.465177095965169	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both	NA	NA
chr2	72270000	2.6353435747155003	2.604005971808789	1.724668941355569	Differential	Matrix 2	Strength Change	FALSE	FALSE	Neither	NA	NA
chr2	74370000	-0.7637091865084591	1.8532411990398776	2.1033780429372904	Non-Differential	Matrix 1	Non-Differential	FALSE	TRUE	Mutant_only	NA	NA
chr2	74400000	1.2556796613618937	2.616899699029523	2.19544096958779	Non-Differential	Matrix 2	Non-Differential	TRUE	FALSE	Control_only	NA	NA
chr2	77230000	2.46592848774476	2.5134425920623493	1.6904962176367069	Differential	Matrix 2	Strength Change	TRUE	FALSE	Control_only	NA	NA
chr2	79940000	-0.8105475585174301	3.0038512382420577	3.2674639245308357	Non-Differential	Matrix 1	Non-Differential	TRUE	TRUE	Both	NA	NA
chr2	80250000	1.9494342138664569	2.0834968965470497	1.43274492547845	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr2	80880000	0.6008666468779317	2.051915669369087	1.8488013174218343	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr2	81000000	-0.2165779846177378	1.7604566535222113	1.8291710891788024	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr2	81750000	-1.5180161807924208	1.2637228739219453	1.765269628844911	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr2	82340000	1.4766473505440303	1.5451833825565129	1.0523145215772955	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr2	83560000	1.9868338712823823	1.5698444857536755	0.9076036762784264	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr2	83990000	1.3023420484977546	9.31560757214633	8.866613476319708	Non-Differential	Matrix 2	Non-Differential	TRUE	TRUE	Both	NA	NA
chr2	85680000	-2.8431889909851455	0.9148687433987952	1.8568592026796389	Shifted	Matrix 1	Shifted	FALSE	FALSE	Neither	10001	10.001
chr2	85700000	2.5361538295206234	1.7102638843030784	0.8654547875296787	Shifted	Matrix 2	Shifted	FALSE	FALSE	Neither	10001	10.001
chr2	87910000	6.350936670870047	2.5288534644169887	0.41647038888319793	Differential	Matrix 2	Split	FALSE	FALSE	Neither	NA	NA
chr2	89220000	4.911296677896441	5.22158804601583	3.582168930132227	Differential	Matrix 2	Strength Change	FALSE	FALSE	Neither	NA	NA
chr2	89240000	8.450431423736777	2.525587797409869	-0.2835980766747466	Differential	Matrix 2	Complex	FALSE	TRUE	Mutant_only	NA	NA
chr2	89270000	3.4138001584604787	1.9823672423798069	0.8457836190849027	Differential	Matrix 2	Complex	TRUE	FALSE	Control_only	NA	NA
chr2	90150000	2.3357594850367804	1.7281186665179251	0.9497870371655714	Differential	Matrix 2	Split	FALSE	FALSE	Neither	NA	NA
chr2	90230000	0.9248156934473188	4.915028175984743	4.5992475910172095	Non-Differential	Matrix 2	Non-Differential	TRUE	FALSE	Control_only	NA	NA
chr2	90380000	-1.2571625703593567	2.659998095372044	3.0724578641145457	Non-Differential	Matrix 1	Non-Differential	TRUE	TRUE	Both	NA	NA
chr2	93830000	-1.5148867439621716	2.1862008846170946	2.6850498133169505	Non-Differential	Matrix 1	Non-Differential	TRUE	TRUE	Both	NA	NA
chr2	94640000	-0.6130561435171258	1.336105617029136	1.537171824326939	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr2	94650000	-3.827369018389118	0.43679975249754704	1.7062930345807348	Differential	Matrix 1	Complex	FALSE	FALSE	Neither	NA	NA
chr2	95070000	0.5332362091316816	1.7185563892747493	1.5384877266858277	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr2	95080000	1.499492306942906	1.697136198918216	1.1964119400677902	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr2	95090000	-1.511034154364282	1.0827914824068343	1.58234637474269	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr2	95210000	1.92089471516169	1.5319370324329915	0.8916491816641426	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr2	95220000	-0.20953426369817688	3.217667874546931	3.281423577209549	Non-Differential	Matrix 1	Non-Differential	TRUE	TRUE	Both	NA	NA
chr2	95230000	-0.7571162293103161	1.2546463291509986	1.5036716574739917	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr2	95530000	-3.431877394957649	0.395811066269779	1.5341169702865618	Differential	Matrix 1	Merge	FALSE	FALSE	Neither	NA	NA
chr2	97020000	-0.6959855268902633	1.7032787920417034	1.931208318410061	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr2	97030000	-0.9177171821243884	2.2600356972753164	2.5605551263262925	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr2	97760000	-4.315944528892221	0.4234359267258177	1.855108283873964	Shifted	Matrix 1	Shifted	FALSE	TRUE	Mutant_only	1	0.001
chr2	97920000	0.10151756905654782	1.6267381814262245	1.590119277434234	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr2	98370000	-0.7597871270748565	2.258431279610486	2.50653763488355	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr2	98380000	-0.28976647806275363	1.450449611097176	1.544012416920849	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr2	100420000	-1.448099027544281	5.467826263159693	5.938606388854052	Non-Differential	Matrix 1	Non-Differential	TRUE	TRUE	Both	NA	NA
chr2	100430000	0.6190179920236496	2.623942379527562	2.4137748559177736	Non-Differential	Matrix 2	Non-Differential	FALSE	TRUE	Mutant_only	NA	NA
chr2	100530000	-13.107393309966056	-0.7934004420238502	3.558285290030176	Differential	Matrix 1	Complex	TRUE	TRUE	Both	NA	NA
chr2	100700000	34.69544855272109	13.22422539983524	1.6852460295099894	Differential	Matrix 2	Strength Change	FALSE	FALSE	Neither	NA	NA
chr2	100770000	8.218153790884466	9.72754959484228	6.982501573225808	Differential	Matrix 2	Strength Change	TRUE	TRUE	Both	NA	NA
chr2	101330000	1.4700399906359785	1.5874590898798342	1.096707130849376	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr2	101350000	1.4928158695232543	1.9450930935920692	1.4461387209790637	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr2	102820000	-0.6609141485742641	1.451409426287565	1.668152007005139	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr2	103860000	-0.9257189167082468	2.312193590189562	2.615274930801089	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr2	103870000	-0.5534264345896069	3.273534406806793	3.4513252048002725	Non-Differential	Matrix 1	Non-Differential	TRUE	TRUE	Both	NA	NA
chr2	105240000	-0.21456084840099984	1.9202428594793184	1.9880004262230395	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr2	105250000	-1.073288854962185	1.557389863181539	1.9108063121462795	Non-Differential	Matrix 1	Non-Differential	TRUE	FALSE	Control_only	NA	NA
chr2	105530000	1.3946199792225726	3.6295689906699704	3.1601754659335266	Non-Differential	Matrix 2	Non-Differential	TRUE	FALSE	Control_only	NA	NA
chr2	106560000	-3.640222335182193	1.3301367991547837	2.5359105396271175	Differential	Matrix 1	Complex	FALSE	TRUE	Mutant_only	NA	NA
chr2	107600000	-2.3562282852155843	1.440134934153798	2.2195615442595713	Differential	Matrix 1	Merge	FALSE	TRUE	Mutant_only	NA	NA
chr2	108960000	-1.8678911511938443	0.9721864969040116	1.5903788449255445	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr2	110020000	-0.825326756185963	1.6681704752037338	1.9390906619882875	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr2	111850000	0.2573672027074585	1.923682929452256	1.834804453834321	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr2	113650000	-0.99823644444619	2.0868648774419225	2.4144195950087597	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr2	116460000	-2.9407053462690715	0.7003233681264424	1.6750647577420028	Shifted	Matrix 1	Shifted	FALSE	FALSE	Neither	20001	20.001
chr2	116490000	9.90830450852059	2.9211843390691494	-0.3725716704089525	Shifted	Matrix 2	Shifted	TRUE	FALSE	Control_only	1	0.001
chr2	116500000	-6.154059235913865	-0.10224321006989737	1.9404329762455932	Shifted	Matrix 1	Shifted	FALSE	TRUE	Mutant_only	1	0.001
chr2	117830000	1.573000946165766	2.0383276511548685	1.512592678961467	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr2	123520000	-0.10331385279694648	3.5382652489334547	3.566190454595696	Non-Differential	Matrix 1	Non-Differential	TRUE	TRUE	Both	NA	NA
chr2	125630000	-0.7786309467474767	1.7100154702652572	1.9653623579842108	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr2	126240000	-0.24048594998588424	2.3041305751747827	2.379802047016571	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr2	127720000	-0.5985041956109891	1.4546741967703878	1.6506974473744094	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr2	128050000	-1.8079145926884663	0.9861713283934564	1.5844326928118313	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr2	128480000	2.310033451052756	3.223233617870384	2.450751149967705	Differential	Matrix 2	Strength Change	TRUE	FALSE	Control_only	NA	NA
chr2	129500000	-0.5036201475755732	4.074391188730456	4.234211167342594	Non-Differential	Matrix 1	Non-Differential	TRUE	TRUE	Both	NA	NA
chr2	134560000	-2.717257064023067	1.8039934174387695	2.702588691569469	Differential	Matrix 1	Strength Change	FALSE	TRUE	Mutant_only	NA	NA
chr2	134670000	4.112962972538832	2.7060378740587163	1.3361050461009236	Differential	Matrix 2	Split	TRUE	TRUE	Both	NA	NA
chr2	136280000	-2.328204923761002	0.8619729543731619	1.6331386859383448	Differential	Matrix 1	Merge	FALSE	FALSE	Neither	NA	NA
chr2	137350000	0.34685559181518955	2.4652480466239264	2.345694886586638	Non-Differential	Matrix 2	Non-Differential	TRUE	FALSE	Control_only	NA	NA
chr2	137640000	-2.2245050424549824	1.6112333885204322	2.346634168968839	Differential	Matrix 1	Strength Change	FALSE	FALSE	Neither	NA	NA
chr2	138040000	-2.240401481629814	2.434655751020391	3.1738514332881462	Shifted	Matrix 1	Shifted	FALSE	TRUE	Mutant_only	1	0.001
chr2	138050000	4.025670121468437	3.737071190263422	2.3942558565096728	Shifted	Matrix 2	Shifted	TRUE	FALSE	Control_only	1	0.001
chr2	138840000	3.5391786823677163	2.466323319011861	1.287256925378477	Differential	Matrix 2	Complex	FALSE	FALSE	Neither	NA	NA
chr2	140350000	-2.06713310012604	1.4007211589223212	2.0842698451368484	Differential	Matrix 1	Complex	FALSE	FALSE	Neither	NA	NA
chr2	144970000	0.17595580891071258	1.5829990738242206	1.5217532714909825	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr2	147670000	1.926049763348901	1.6033743563954443	0.9612470900880992	Non-Differential	Matrix 2	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr2	148410000	-0.3896802660809226	2.5497078209783055	2.67445421741677	Non-Differential	Matrix 1	Non-Differential	FALSE	TRUE	Mutant_only	NA	NA
chr2	149040000	3.6364647084385857	1.786515500685797	0.5763832221223583	Differential	Matrix 2	Complex	FALSE	FALSE	Neither	NA	NA
chr2	149050000	2.716584189157928	1.8945416104650512	0.9895174038075332	Differential	Matrix 2	Complex	FALSE	FALSE	Neither	NA	NA
chr2	151090000	-1.339712452865809	1.851609915464258	2.2929214363775348	Non-Differential	Matrix 1	Non-Differential	FALSE	TRUE	Mutant_only	NA	NA
chr2	151100000	-1.5347477998771608	1.387543357848946	1.8944205226008033	Non-Differential	Matrix 1	Non-Differential	FALSE	FALSE	Neither	NA	NA
chr2	151250000	-4.958568077153152	5.752211321401783	7.387581823771902	Differential	Matrix 1	Strength Change	TRUE	TRUE	Both	NA	NA
chr2	151260000	1.3106200840715434	1.8378224180502931	1.3995305823393966	Non-Differential	Matrix 2	Non-Differential	TRUE	FALSE	Control_only	NA	NA
